Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
35051,01-01-2024 04:00,12-31-2023 10:00,31-12-2023 23:37,Pune,561,DOMESTIC VIOLENCE,73,F,Poison,Violent Crime,17,Yes,22-03-2024 04:00
35052,01-01-2024 17:00,12-31-2023 11:00,01-01-2024 07:00,Hyderabad,229,FRAUD,62,M,Explosives,Other Crime,15,No,
35053,01-01-2024 00:00,12-31-2023 12:00,01-01-2024 06:19,Jaipur,522,ROBBERY,35,F,Blunt Object,Violent Crime,3,No,
35054,31-12-2023 20:00,12-31-2023 13:00,31-12-2023 17:46,Delhi,253,SEXUAL ASSAULT,26,M,Other,Violent Crime,15,No,
35055,03-01-2024 11:00,12-31-2023 14:00,01-01-2024 06:01,Pune,138,FIREARM OFFENSE,71,F,Knife,Fire Accident,10,Yes,24-01-2024 11:00
35056,31-12-2023 22:00,12-31-2023 15:00,01-01-2024 00:14,Delhi,456,DRUG OFFENSE,29,M,Explosives,Other Crime,8,No,
35057,01-01-2024 13:00,12-31-2023 16:00,31-12-2023 23:34,Ludhiana,284,BURGLARY,36,M,Poison,Other Crime,1,Yes,04-02-2024 13:00
35058,02-01-2024 04:00,12-31-2023 17:00,31-12-2023 17:48,Bangalore,385,FIREARM OFFENSE,75,M,Explosives,Fire Accident,18,Yes,30-01-2024 04:00
35059,02-01-2024 00:00,12-31-2023 18:00,01-01-2024 11:23,Patna,557,ASSAULT,60,F,Knife,Violent Crime,17,Yes,11-01-2024 00:00
35060,02-01-2024 17:00,12-31-2023 19:00,31-12-2023 23:47,Ghaziabad,101,VANDALISM,66,F,Explosives,Other Crime,5,No,
35061,01-01-2024 13:00,12-31-2023 20:00,01-01-2024 04:20,Delhi,417,ILLEGAL POSSESSION,51,F,None,Other Crime,8,Yes,31-01-2024 13:00
35062,01-01-2024 23:00,12-31-2023 21:00,01-01-2024 14:38,Pune,459,PUBLIC INTOXICATION,59,F,Blunt Object,Other Crime,2,Yes,30-01-2024 23:00
35063,02-01-2024 04:00,12-31-2023 22:00,01-01-2024 14:25,Pune,494,KIDNAPPING,29,M,Blunt Object,Other Crime,1,No,
35064,01-01-2024 00:00,12-31-2023 23:00,01-01-2024 02:35,Mumbai,505,KIDNAPPING,65,F,Other,Other Crime,15,No,
35065,02-01-2024 09:00,01-01-2024 00:00,01-01-2024 04:20,Delhi,171,IDENTITY THEFT,27,F,Firearm,Violent Crime,4,No,
35066,03-01-2024 10:00,01-01-2024 01:00,01-01-2024 13:56,Bangalore,330,CYBERCRIME,46,F,Other,Other Crime,13,Yes,22-03-2024 10:00
35067,03-01-2024 06:00,01-01-2024 02:00,01-01-2024 17:45,Chennai,233,HOMICIDE,13,M,Poison,Other Crime,9,Yes,16-12-2025 06:00
35068,02-01-2024 09:00,01-01-2024 03:00,01-01-2024 07:04,Ahmedabad,481,COUNTERFEITING,71,F,Knife,Other Crime,10,Yes,18-02-2024 09:00
35069,02-01-2024 02:00,01-01-2024 04:00,02-01-2024 02:07,Mumbai,298,EXTORTION,39,M,Blunt Object,Other Crime,10,Yes,21-03-2024 02:00
35070,02-01-2024 19:00,01-01-2024 05:00,02-01-2024 01:46,Chennai,198,FIREARM OFFENSE,51,F,Poison,Fire Accident,1,No,
35071,03-01-2024 14:00,01-01-2024 06:00,01-01-2024 11:24,Lucknow,287,SEXUAL ASSAULT,50,M,Firearm,Violent Crime,9,Yes,11-09-2025 14:00
35072,03-01-2024 17:00,01-01-2024 07:00,01-01-2024 09:04,Ahmedabad,270,ASSAULT,27,M,Knife,Violent Crime,9,Yes,27-01-2024 17:00
35073,02-01-2024 08:00,01-01-2024 08:00,01-01-2024 15:09,Pune,282,VANDALISM,60,F,Blunt Object,Other Crime,17,Yes,20-01-2024 08:00
35074,02-01-2024 20:00,01-01-2024 09:00,02-01-2024 04:41,Surat,174,FIREARM OFFENSE,69,M,Firearm,Fire Accident,18,Yes,07-03-2024 20:00
35075,03-01-2024 23:00,01-01-2024 10:00,01-01-2024 21:45,Agra,372,IDENTITY THEFT,20,M,None,Violent Crime,2,No,
35076,03-01-2024 05:00,01-01-2024 11:00,02-01-2024 06:14,Hyderabad,511,KIDNAPPING,19,F,Knife,Other Crime,6,No,
35077,02-01-2024 08:00,01-01-2024 12:00,02-01-2024 03:38,Pune,375,FRAUD,45,M,Poison,Other Crime,6,No,
35078,03-01-2024 02:00,01-01-2024 13:00,02-01-2024 07:09,Ghaziabad,346,VEHICLE - STOLEN,57,M,Knife,Violent Crime,19,Yes,04-02-2024 02:00
35079,04-01-2024 07:00,01-01-2024 14:00,01-01-2024 20:33,Ghaziabad,467,HOMICIDE,10,M,Knife,Other Crime,1,Yes,02-08-2024 07:00
35080,04-01-2024 09:00,01-01-2024 15:00,01-01-2024 20:25,Kanpur,554,PUBLIC INTOXICATION,70,F,Poison,Other Crime,10,Yes,29-01-2024 09:00
35081,03-01-2024 04:00,01-01-2024 16:00,01-01-2024 23:11,Kolkata,502,SHOPLIFTING,68,F,Explosives,Other Crime,9,Yes,08-03-2024 04:00
35082,03-01-2024 01:00,01-01-2024 17:00,02-01-2024 13:58,Hyderabad,296,FRAUD,57,F,Knife,Other Crime,10,Yes,12-02-2024 01:00
35083,03-01-2024 16:00,01-01-2024 18:00,02-01-2024 01:27,Delhi,267,DRUG OFFENSE,36,M,Poison,Other Crime,15,Yes,22-02-2024 16:00
35084,03-01-2024 09:00,01-01-2024 19:00,02-01-2024 07:14,Bangalore,351,ASSAULT,10,M,Blunt Object,Violent Crime,8,No,
35085,03-01-2024 17:00,01-01-2024 20:00,02-01-2024 03:34,Lucknow,115,DOMESTIC VIOLENCE,50,M,Blunt Object,Violent Crime,7,Yes,20-01-2024 17:00
35086,03-01-2024 12:00,01-01-2024 21:00,02-01-2024 13:06,Kolkata,289,BURGLARY,39,F,Explosives,Other Crime,17,Yes,16-03-2024 12:00
35087,03-01-2024 21:00,01-01-2024 22:00,02-01-2024 19:11,Ahmedabad,196,SHOPLIFTING,71,M,Knife,Other Crime,10,No,
35088,04-01-2024 16:00,01-01-2024 23:00,02-01-2024 05:55,Bangalore,393,KIDNAPPING,54,F,Other,Other Crime,9,Yes,25-02-2024 16:00
35089,04-01-2024 13:00,01-02-2024 00:00,02-01-2024 21:37,Varanasi,574,ARSON,79,M,None,Fire Accident,17,No,
35090,03-01-2024 09:00,01-02-2024 01:00,02-01-2024 01:18,Kolkata,536,KIDNAPPING,29,F,None,Other Crime,9,Yes,10-01-2024 09:00
35091,03-01-2024 01:00,01-02-2024 02:00,02-01-2024 23:05,Hyderabad,462,COUNTERFEITING,72,M,Other,Other Crime,17,No,
35092,03-01-2024 04:00,01-02-2024 03:00,02-01-2024 17:13,Kolkata,253,TRAFFIC VIOLATION,64,M,Knife,Traffic Fatality,12,Yes,14-01-2024 04:00
35093,02-01-2024 08:00,01-02-2024 04:00,02-01-2024 15:32,Pune,250,ILLEGAL POSSESSION,10,F,Explosives,Other Crime,2,Yes,21-02-2024 08:00
35094,04-01-2024 22:00,01-02-2024 05:00,03-01-2024 04:15,Mumbai,269,ARSON,27,F,Blunt Object,Fire Accident,6,Yes,18-03-2024 22:00
35095,04-01-2024 01:00,01-02-2024 06:00,02-01-2024 18:41,Ludhiana,145,IDENTITY THEFT,56,F,Other,Violent Crime,10,No,
35096,03-01-2024 06:00,01-02-2024 07:00,02-01-2024 07:33,Kanpur,274,IDENTITY THEFT,56,M,Knife,Violent Crime,18,No,
35097,04-01-2024 15:00,01-02-2024 08:00,02-01-2024 11:21,Mumbai,529,IDENTITY THEFT,26,F,None,Violent Crime,13,No,
35098,04-01-2024 05:00,01-02-2024 09:00,02-01-2024 14:43,Bangalore,574,SHOPLIFTING,21,M,Explosives,Other Crime,19,No,
35099,04-01-2024 19:00,01-02-2024 10:00,02-01-2024 16:43,Kolkata,335,KIDNAPPING,41,F,Knife,Other Crime,13,Yes,21-01-2024 19:00
35100,02-01-2024 17:00,01-02-2024 11:00,03-01-2024 06:51,Pune,572,VEHICLE - STOLEN,48,M,Knife,Violent Crime,1,Yes,16-03-2024 17:00
35101,05-01-2024 00:00,01-02-2024 12:00,03-01-2024 08:51,Agra,496,COUNTERFEITING,63,M,Firearm,Other Crime,7,No,
35102,04-01-2024 11:00,01-02-2024 13:00,02-01-2024 21:19,Mumbai,143,ASSAULT,70,M,Blunt Object,Violent Crime,5,Yes,07-03-2024 11:00
35103,05-01-2024 00:00,01-02-2024 14:00,02-01-2024 14:30,Bhopal,223,KIDNAPPING,68,F,Explosives,Other Crime,2,Yes,07-02-2024 00:00
35104,05-01-2024 02:00,01-02-2024 15:00,02-01-2024 21:17,Kolkata,419,IDENTITY THEFT,62,F,Other,Violent Crime,10,No,
35105,04-01-2024 00:00,01-02-2024 16:00,03-01-2024 09:26,Delhi,502,ASSAULT,71,F,Firearm,Violent Crime,5,No,
35106,02-01-2024 22:00,01-02-2024 17:00,03-01-2024 10:33,Kolkata,509,ASSAULT,28,F,Explosives,Violent Crime,11,No,
35107,04-01-2024 01:00,01-02-2024 18:00,02-01-2024 21:35,Chennai,261,BURGLARY,70,F,Knife,Other Crime,13,No,
35108,05-01-2024 15:00,01-02-2024 19:00,02-01-2024 21:29,Mumbai,568,ARSON,74,F,Other,Fire Accident,13,No,
35109,05-01-2024 13:00,01-02-2024 20:00,03-01-2024 10:23,Patna,251,PUBLIC INTOXICATION,54,M,Firearm,Other Crime,4,Yes,18-01-2024 13:00
35110,04-01-2024 05:00,01-02-2024 21:00,03-01-2024 03:10,Delhi,280,IDENTITY THEFT,65,M,None,Violent Crime,19,No,
35111,04-01-2024 15:00,01-02-2024 22:00,03-01-2024 12:45,Delhi,414,SEXUAL ASSAULT,28,F,Knife,Violent Crime,1,Yes,10-02-2025 15:00
35112,04-01-2024 15:00,01-02-2024 23:00,03-01-2024 06:53,Pune,554,DOMESTIC VIOLENCE,24,F,None,Violent Crime,10,Yes,26-02-2024 15:00
35113,03-01-2024 19:00,01-03-2024 00:00,03-01-2024 06:18,Bhopal,351,PUBLIC INTOXICATION,47,F,Knife,Other Crime,11,Yes,04-01-2024 19:00
35114,03-01-2024 14:00,01-03-2024 01:00,03-01-2024 06:40,Delhi,321,BURGLARY,25,F,Firearm,Other Crime,7,No,
35115,04-01-2024 16:00,01-03-2024 02:00,03-01-2024 03:55,Mumbai,109,SEXUAL ASSAULT,35,M,Blunt Object,Violent Crime,6,No,
35116,03-01-2024 06:00,01-03-2024 03:00,03-01-2024 22:05,Mumbai,369,SEXUAL ASSAULT,41,M,Firearm,Violent Crime,13,Yes,27-03-2025 06:00
35117,05-01-2024 21:00,01-03-2024 04:00,03-01-2024 08:01,Kolkata,257,ASSAULT,53,F,Explosives,Violent Crime,19,No,
35118,04-01-2024 08:00,01-03-2024 05:00,04-01-2024 04:02,Delhi,569,VEHICLE - STOLEN,33,F,Other,Violent Crime,4,No,
35119,05-01-2024 04:00,01-03-2024 06:00,03-01-2024 18:48,Kanpur,221,ASSAULT,60,M,Other,Violent Crime,18,No,
35120,04-01-2024 11:00,01-03-2024 07:00,03-01-2024 19:26,Pune,319,IDENTITY THEFT,26,F,None,Violent Crime,18,No,
35121,04-01-2024 00:00,01-03-2024 08:00,03-01-2024 12:18,Jaipur,396,DRUG OFFENSE,34,F,Firearm,Other Crime,3,Yes,25-03-2024 00:00
35122,03-01-2024 11:00,01-03-2024 09:00,04-01-2024 05:06,Kolkata,215,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,11,No,
35123,05-01-2024 15:00,01-03-2024 10:00,03-01-2024 18:03,Mumbai,374,SEXUAL ASSAULT,18,F,Knife,Violent Crime,10,Yes,05-06-2025 15:00
35124,06-01-2024 00:00,01-03-2024 11:00,04-01-2024 01:27,Lucknow,432,ROBBERY,12,F,Firearm,Violent Crime,1,No,
35125,04-01-2024 09:00,01-03-2024 12:00,04-01-2024 00:18,Chennai,389,FRAUD,57,F,None,Other Crime,3,No,
35126,06-01-2024 05:00,01-03-2024 13:00,04-01-2024 05:34,Pune,211,ILLEGAL POSSESSION,27,F,Knife,Other Crime,1,Yes,03-03-2024 05:00
35127,04-01-2024 07:00,01-03-2024 14:00,04-01-2024 11:22,Bangalore,146,ARSON,19,F,Other,Fire Accident,4,Yes,22-03-2024 07:00
35128,06-01-2024 10:00,01-03-2024 15:00,04-01-2024 07:38,Mumbai,580,FRAUD,31,F,Explosives,Other Crime,19,Yes,16-03-2024 10:00
35129,04-01-2024 05:00,01-03-2024 16:00,03-01-2024 23:09,Mumbai,107,HOMICIDE,76,M,Blunt Object,Other Crime,8,Yes,18-03-2025 05:00
35130,05-01-2024 15:00,01-03-2024 17:00,03-01-2024 17:13,Kolkata,133,CYBERCRIME,76,F,Other,Other Crime,18,No,
35131,06-01-2024 16:00,01-03-2024 18:00,04-01-2024 17:32,Indore,522,VANDALISM,79,F,None,Other Crime,19,Yes,28-03-2024 16:00
35132,06-01-2024 17:00,01-03-2024 19:00,04-01-2024 05:38,Kolkata,149,VEHICLE - STOLEN,52,F,Explosives,Violent Crime,9,Yes,05-03-2024 17:00
35133,05-01-2024 14:00,01-03-2024 20:00,03-01-2024 23:39,Delhi,176,IDENTITY THEFT,52,F,Other,Violent Crime,1,No,
35134,04-01-2024 15:00,01-03-2024 21:00,04-01-2024 03:15,Lucknow,415,EXTORTION,60,F,Blunt Object,Other Crime,19,No,
35135,04-01-2024 21:00,01-03-2024 22:00,04-01-2024 05:08,Ludhiana,254,ILLEGAL POSSESSION,19,F,Blunt Object,Other Crime,12,No,
35136,06-01-2024 18:00,01-03-2024 23:00,04-01-2024 08:54,Kanpur,520,SHOPLIFTING,79,M,Explosives,Other Crime,4,No,
35137,05-01-2024 19:00,01-04-2024 00:00,04-01-2024 01:39,Jaipur,594,ROBBERY,47,F,Blunt Object,Violent Crime,17,Yes,17-03-2024 19:00
35138,05-01-2024 07:00,01-04-2024 01:00,04-01-2024 05:12,Ahmedabad,483,VEHICLE - STOLEN,46,F,None,Violent Crime,15,No,
35139,04-01-2024 09:00,01-04-2024 02:00,04-01-2024 23:08,Jaipur,178,VEHICLE - STOLEN,69,M,None,Violent Crime,13,No,
35140,05-01-2024 05:00,01-04-2024 03:00,04-01-2024 04:02,Delhi,344,ROBBERY,28,F,Poison,Violent Crime,9,No,
35141,06-01-2024 08:00,01-04-2024 04:00,04-01-2024 22:50,Mumbai,101,TRAFFIC VIOLATION,40,M,None,Traffic Fatality,5,Yes,16-01-2024 08:00
35142,06-01-2024 04:00,01-04-2024 05:00,04-01-2024 19:22,Kolkata,109,KIDNAPPING,38,F,Firearm,Other Crime,11,No,
35143,05-01-2024 11:00,01-04-2024 06:00,04-01-2024 13:31,Ludhiana,287,ASSAULT,28,F,Poison,Violent Crime,9,Yes,14-03-2024 11:00
35144,05-01-2024 09:00,01-04-2024 07:00,04-01-2024 16:52,Srinagar,347,PUBLIC INTOXICATION,39,F,Knife,Other Crime,8,Yes,21-01-2024 09:00
35145,06-01-2024 20:00,01-04-2024 08:00,04-01-2024 18:35,Nagpur,368,COUNTERFEITING,63,F,Poison,Other Crime,2,Yes,22-02-2024 20:00
35146,07-01-2024 04:00,01-04-2024 09:00,05-01-2024 06:43,Meerut,360,ARSON,72,M,Firearm,Fire Accident,4,No,
35147,06-01-2024 00:00,01-04-2024 10:00,04-01-2024 23:14,Delhi,249,HOMICIDE,19,F,Blunt Object,Other Crime,11,No,
35148,06-01-2024 17:00,01-04-2024 11:00,04-01-2024 19:18,Mumbai,347,SHOPLIFTING,59,M,Explosives,Other Crime,16,Yes,01-03-2024 17:00
35149,05-01-2024 04:00,01-04-2024 12:00,05-01-2024 02:15,Delhi,499,VANDALISM,47,M,None,Other Crime,5,Yes,24-02-2024 04:00
35150,05-01-2024 18:00,01-04-2024 13:00,04-01-2024 22:01,Pune,202,HOMICIDE,35,M,Firearm,Other Crime,3,Yes,19-10-2024 18:00
35151,06-01-2024 16:00,01-04-2024 14:00,05-01-2024 02:18,Delhi,155,ILLEGAL POSSESSION,31,F,Blunt Object,Other Crime,12,No,
35152,07-01-2024 13:00,01-04-2024 15:00,04-01-2024 20:42,Delhi,349,VANDALISM,50,F,Knife,Other Crime,6,No,
35153,05-01-2024 03:00,01-04-2024 16:00,05-01-2024 03:01,Mumbai,482,ROBBERY,59,F,Explosives,Violent Crime,3,Yes,13-05-2024 03:00
35154,05-01-2024 12:00,01-04-2024 17:00,05-01-2024 16:30,Ludhiana,351,FRAUD,45,F,Other,Other Crime,13,Yes,29-02-2024 12:00
35155,05-01-2024 02:00,01-04-2024 18:00,05-01-2024 13:37,Delhi,595,FRAUD,21,F,Blunt Object,Other Crime,9,No,
35156,07-01-2024 05:00,01-04-2024 19:00,05-01-2024 18:28,Bangalore,403,VEHICLE - STOLEN,75,F,Poison,Violent Crime,5,Yes,20-03-2024 05:00
35157,06-01-2024 00:00,01-04-2024 20:00,05-01-2024 08:20,Nashik,305,EXTORTION,51,F,Other,Other Crime,11,Yes,21-03-2024 00:00
35158,07-01-2024 02:00,01-04-2024 21:00,05-01-2024 18:25,Delhi,506,FRAUD,19,F,Knife,Other Crime,15,No,
35159,06-01-2024 14:00,01-04-2024 22:00,05-01-2024 05:53,Bangalore,430,IDENTITY THEFT,40,F,Knife,Violent Crime,15,No,
35160,05-01-2024 06:00,01-04-2024 23:00,05-01-2024 13:57,Kolkata,544,SEXUAL ASSAULT,44,M,None,Violent Crime,14,No,
35161,06-01-2024 08:00,01-05-2024 00:00,05-01-2024 04:57,Rajkot,528,IDENTITY THEFT,31,F,Explosives,Violent Crime,14,No,
35162,07-01-2024 08:00,01-05-2024 01:00,05-01-2024 12:26,Delhi,306,KIDNAPPING,27,M,Blunt Object,Other Crime,6,Yes,29-03-2024 08:00
35163,05-01-2024 23:00,01-05-2024 02:00,06-01-2024 00:59,Delhi,263,FIREARM OFFENSE,70,F,None,Fire Accident,10,No,
35164,05-01-2024 04:00,01-05-2024 03:00,05-01-2024 19:51,Hyderabad,555,ROBBERY,71,M,Knife,Violent Crime,7,Yes,25-02-2024 04:00
35165,08-01-2024 01:00,01-05-2024 04:00,05-01-2024 23:50,Bangalore,533,KIDNAPPING,50,M,Knife,Other Crime,16,No,
35166,07-01-2024 15:00,01-05-2024 05:00,05-01-2024 07:18,Delhi,599,BURGLARY,15,M,Poison,Other Crime,8,Yes,03-03-2024 15:00
35167,07-01-2024 00:00,01-05-2024 06:00,05-01-2024 21:11,Delhi,534,VEHICLE - STOLEN,12,F,None,Violent Crime,7,No,
35168,08-01-2024 05:00,01-05-2024 07:00,05-01-2024 22:41,Bangalore,589,ROBBERY,37,F,Blunt Object,Violent Crime,15,No,
35169,08-01-2024 03:00,01-05-2024 08:00,05-01-2024 22:21,Lucknow,598,FRAUD,14,M,Explosives,Other Crime,3,No,
35170,06-01-2024 17:00,01-05-2024 09:00,05-01-2024 23:43,Delhi,249,BURGLARY,48,M,Firearm,Other Crime,7,No,
35171,05-01-2024 15:00,01-05-2024 10:00,05-01-2024 12:56,Kanpur,573,ARSON,48,F,Explosives,Fire Accident,14,No,
35172,05-01-2024 15:00,01-05-2024 11:00,06-01-2024 08:06,Visakhapatnam,409,FIREARM OFFENSE,21,M,Poison,Fire Accident,13,Yes,24-01-2024 15:00
35173,07-01-2024 02:00,01-05-2024 12:00,06-01-2024 07:35,Delhi,108,PUBLIC INTOXICATION,49,F,Firearm,Other Crime,4,No,
35174,06-01-2024 10:00,01-05-2024 13:00,06-01-2024 00:12,Bangalore,334,ROBBERY,60,F,Firearm,Violent Crime,4,No,
35175,06-01-2024 17:00,01-05-2024 14:00,05-01-2024 22:19,Hyderabad,120,KIDNAPPING,64,F,Knife,Other Crime,11,Yes,12-02-2024 17:00
35176,08-01-2024 02:00,01-05-2024 15:00,06-01-2024 03:34,Delhi,279,HOMICIDE,29,F,Blunt Object,Other Crime,2,Yes,07-03-2025 02:00
35177,06-01-2024 19:00,01-05-2024 16:00,06-01-2024 14:39,Chennai,362,CYBERCRIME,70,F,Other,Other Crime,9,Yes,03-02-2024 19:00
35178,07-01-2024 23:00,01-05-2024 17:00,06-01-2024 03:05,Pune,307,VEHICLE - STOLEN,58,F,Explosives,Violent Crime,12,No,
35179,07-01-2024 01:00,01-05-2024 18:00,05-01-2024 18:49,Faridabad,481,BURGLARY,14,F,Knife,Other Crime,10,No,
35180,07-01-2024 11:00,01-05-2024 19:00,06-01-2024 16:53,Chennai,382,VEHICLE - STOLEN,16,M,Poison,Violent Crime,6,Yes,16-02-2024 11:00
35181,08-01-2024 14:00,01-05-2024 20:00,06-01-2024 16:46,Mumbai,485,EXTORTION,43,F,Poison,Other Crime,14,Yes,26-01-2024 14:00
35182,08-01-2024 05:00,01-05-2024 21:00,06-01-2024 04:52,Kolkata,357,VANDALISM,27,F,Knife,Other Crime,17,No,
35183,06-01-2024 18:00,01-05-2024 22:00,06-01-2024 13:26,Kolkata,409,COUNTERFEITING,31,F,Firearm,Other Crime,6,Yes,25-01-2024 18:00
35184,06-01-2024 23:00,01-05-2024 23:00,06-01-2024 15:53,Nashik,201,ILLEGAL POSSESSION,50,M,Knife,Other Crime,4,No,
35185,08-01-2024 14:00,01-06-2024 00:00,06-01-2024 01:21,Delhi,496,FIREARM OFFENSE,25,F,None,Fire Accident,14,Yes,12-03-2024 14:00
35186,08-01-2024 05:00,01-06-2024 01:00,06-01-2024 09:08,Varanasi,515,CYBERCRIME,67,F,Poison,Other Crime,3,No,
35187,08-01-2024 04:00,01-06-2024 02:00,06-01-2024 15:04,Kolkata,347,ILLEGAL POSSESSION,63,F,Explosives,Other Crime,16,No,
35188,07-01-2024 17:00,01-06-2024 03:00,06-01-2024 08:53,Lucknow,467,PUBLIC INTOXICATION,69,F,Poison,Other Crime,12,No,
35189,08-01-2024 20:00,01-06-2024 04:00,06-01-2024 09:52,Pune,216,DOMESTIC VIOLENCE,55,F,Firearm,Violent Crime,10,No,
35190,06-01-2024 06:00,01-06-2024 05:00,06-01-2024 17:12,Ludhiana,520,SEXUAL ASSAULT,30,M,None,Violent Crime,10,Yes,19-05-2025 06:00
35191,08-01-2024 16:00,01-06-2024 06:00,06-01-2024 07:41,Agra,503,ASSAULT,57,M,Other,Violent Crime,16,Yes,26-03-2024 16:00
35192,08-01-2024 13:00,01-06-2024 07:00,06-01-2024 11:03,Mumbai,513,COUNTERFEITING,27,F,Firearm,Other Crime,18,No,
35193,08-01-2024 12:00,01-06-2024 08:00,07-01-2024 00:24,Bangalore,106,SEXUAL ASSAULT,39,M,Explosives,Violent Crime,19,Yes,07-11-2024 12:00
35194,07-01-2024 12:00,01-06-2024 09:00,06-01-2024 22:47,Surat,464,EXTORTION,47,M,Blunt Object,Other Crime,13,No,
35195,09-01-2024 05:00,01-06-2024 10:00,06-01-2024 20:59,Kolkata,338,SEXUAL ASSAULT,58,M,Poison,Violent Crime,2,Yes,25-07-2024 05:00
35196,07-01-2024 19:00,01-06-2024 11:00,06-01-2024 16:07,Bangalore,301,PUBLIC INTOXICATION,17,M,Other,Other Crime,16,No,
35197,07-01-2024 14:00,01-06-2024 12:00,07-01-2024 01:53,Bhopal,463,IDENTITY THEFT,67,F,Other,Violent Crime,12,Yes,26-01-2024 14:00
35198,08-01-2024 17:00,01-06-2024 13:00,07-01-2024 07:37,Bangalore,564,FIREARM OFFENSE,73,F,Knife,Fire Accident,8,No,
35199,09-01-2024 07:00,01-06-2024 14:00,06-01-2024 21:44,Ahmedabad,577,ARSON,25,F,Poison,Fire Accident,13,Yes,29-01-2024 07:00
35200,09-01-2024 12:00,01-06-2024 15:00,07-01-2024 04:41,Kanpur,551,ARSON,63,F,Other,Fire Accident,17,Yes,18-02-2024 12:00
35201,09-01-2024 12:00,01-06-2024 16:00,06-01-2024 23:44,Jaipur,462,CYBERCRIME,43,M,Blunt Object,Other Crime,18,No,
35202,08-01-2024 17:00,01-06-2024 17:00,06-01-2024 18:26,Kalyan,473,COUNTERFEITING,70,M,Explosives,Other Crime,12,No,
35203,09-01-2024 17:00,01-06-2024 18:00,06-01-2024 22:42,Ghaziabad,102,PUBLIC INTOXICATION,39,M,Firearm,Other Crime,7,Yes,28-01-2024 17:00
35204,09-01-2024 07:00,01-06-2024 19:00,07-01-2024 18:40,Pune,319,FRAUD,72,M,Poison,Other Crime,15,No,
35205,08-01-2024 10:00,01-06-2024 20:00,07-01-2024 11:23,Mumbai,551,VANDALISM,20,F,Poison,Other Crime,8,Yes,20-02-2024 10:00
35206,07-01-2024 10:00,01-06-2024 21:00,07-01-2024 16:36,Chennai,166,FIREARM OFFENSE,45,M,Blunt Object,Fire Accident,13,Yes,29-01-2024 10:00
35207,08-01-2024 00:00,01-06-2024 22:00,07-01-2024 19:36,Mumbai,257,PUBLIC INTOXICATION,22,M,Knife,Other Crime,2,No,
35208,07-01-2024 01:00,01-06-2024 23:00,07-01-2024 17:41,Chennai,235,EXTORTION,44,M,Knife,Other Crime,8,No,
35209,08-01-2024 01:00,01-07-2024 00:00,07-01-2024 17:06,Pune,143,VANDALISM,48,F,None,Other Crime,13,Yes,03-02-2024 01:00
35210,09-01-2024 01:00,01-07-2024 01:00,07-01-2024 09:22,Mumbai,254,EXTORTION,40,F,Knife,Other Crime,2,No,
35211,07-01-2024 10:00,01-07-2024 02:00,08-01-2024 01:04,Patna,394,FIREARM OFFENSE,16,F,Explosives,Fire Accident,8,No,
35212,07-01-2024 19:00,01-07-2024 03:00,07-01-2024 17:22,Hyderabad,154,EXTORTION,70,F,Explosives,Other Crime,6,Yes,12-03-2024 19:00
35213,07-01-2024 11:00,01-07-2024 04:00,08-01-2024 02:29,Delhi,224,PUBLIC INTOXICATION,38,F,None,Other Crime,16,No,
35214,07-01-2024 20:00,01-07-2024 05:00,08-01-2024 04:57,Bangalore,160,BURGLARY,79,F,Blunt Object,Other Crime,13,No,
35215,09-01-2024 18:00,01-07-2024 06:00,07-01-2024 22:15,Ahmedabad,124,ARSON,25,M,Poison,Fire Accident,19,No,
35216,09-01-2024 17:00,01-07-2024 07:00,07-01-2024 12:20,Delhi,296,TRAFFIC VIOLATION,50,F,Other,Traffic Fatality,18,No,
35217,07-01-2024 20:00,01-07-2024 08:00,07-01-2024 10:36,Pune,336,TRAFFIC VIOLATION,56,F,None,Traffic Fatality,19,No,
35218,10-01-2024 01:00,01-07-2024 09:00,07-01-2024 16:42,Mumbai,384,ILLEGAL POSSESSION,72,F,Poison,Other Crime,11,No,
35219,08-01-2024 20:00,01-07-2024 10:00,08-01-2024 01:54,Jaipur,596,DRUG OFFENSE,43,F,Poison,Other Crime,8,Yes,19-02-2024 20:00
35220,08-01-2024 06:00,01-07-2024 11:00,07-01-2024 16:54,Bangalore,512,SHOPLIFTING,19,F,Knife,Other Crime,7,No,
35221,09-01-2024 17:00,01-07-2024 12:00,07-01-2024 22:46,Thane,486,ILLEGAL POSSESSION,12,F,Firearm,Other Crime,19,No,
35222,09-01-2024 01:00,01-07-2024 13:00,08-01-2024 06:27,Bangalore,455,SEXUAL ASSAULT,41,F,Firearm,Violent Crime,13,No,
35223,09-01-2024 06:00,01-07-2024 14:00,08-01-2024 11:32,Rajkot,596,VANDALISM,78,M,Blunt Object,Other Crime,10,Yes,28-02-2024 06:00
35224,08-01-2024 19:00,01-07-2024 15:00,08-01-2024 04:50,Kolkata,278,ILLEGAL POSSESSION,62,F,Knife,Other Crime,19,Yes,26-02-2024 19:00
35225,09-01-2024 09:00,01-07-2024 16:00,08-01-2024 05:17,Agra,352,ROBBERY,56,F,Poison,Violent Crime,7,No,
